rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,week
112,spotify:track:1iWHabUgUuuKLBa0TzTHfk,ZAYN,A Whole New World End Title From Aladdin,47,119,9,6140658,7/11/2019
119,spotify:track:1iWHabUgUuuKLBa0TzTHfk,ZAYN,A Whole New World End Title From Aladdin,47,104,8,6006023,7/4/2019
143,spotify:track:1iWHabUgUuuKLBa0TzTHfk,ZAYN,A Whole New World End Title From Aladdin,47,131,11,5366787,7/25/2019
170,spotify:track:1iWHabUgUuuKLBa0TzTHfk,ZAYN,A Whole New World End Title From Aladdin,47,143,12,4733983,8/1/2019
148,spotify:track:132ALUzVLmqYB4UsBj5qD6,Paulo Londra,Adan y Eva,11,134,36,5368594,7/18/2019
134,spotify:track:132ALUzVLmqYB4UsBj5qD6,Paulo Londra,Adan y Eva,11,132,35,5521243,7/11/2019
132,spotify:track:132ALUzVLmqYB4UsBj5qD6,Paulo Londra,Adan y Eva,11,110,34,5636180,7/4/2019
157,spotify:track:132ALUzVLmqYB4UsBj5qD6,Paulo Londra,Adan y Eva,11,148,37,5080394,7/25/2019
158,spotify:track:132ALUzVLmqYB4UsBj5qD6,Paulo Londra,Adan y Eva,11,157,38,4880855,8/1/2019
165,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,137,169,56,4927781,7/18/2019
169,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,137,181,55,4800295,7/11/2019
181,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,137,185,54,4648123,7/4/2019
168,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,137,165,57,4799689,7/25/2019
168,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,137,168,58,4741690,8/1/2019
65,spotify:track:02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World La La La,59,59,6,8794586,7/18/2019
59,spotify:track:02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World La La La,59,62,5,8905070,7/11/2019
62,spotify:track:02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World La La La,62,64,4,9125803,7/4/2019
73,spotify:track:02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World La La La,59,65,7,7664621,7/25/2019
78,spotify:track:02itaCXOdC54J0ISjqqFAp,R3HAB,All Around The World La La La,59,73,8,7352636,8/1/2019
184,spotify:track:3O83h4LS797N23DpweeRAa,Jax Jones,All Day And Night,98,161,9,4529531,7/11/2019
161,spotify:track:3O83h4LS797N23DpweeRAa,Jax Jones,All Day And Night,98,142,8,4983819,7/4/2019
196,spotify:track:5naYe7rLMZcLfO1DKg48MK,Jax Jones,All Day And Night,98,-1,10,4444521,7/25/2019
172,spotify:track:1g3ErLqysBJ5EIGdYYMWFZ,Chance the Rapper,All Day Long,172,-1,1,4674004,8/1/2019
195,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,147,192,30,4503433,7/18/2019
192,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,147,-1,29,4437914,7/11/2019
195,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,147,-1,31,4406811,8/1/2019
189,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,35,191,38,4463480,7/11/2019
191,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,35,149,37,4533498,7/4/2019
194,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,Anuel AA,Amanece,45,159,29,4479800,7/4/2019
196,spotify:track:6pK5edDoyrn4mWwRSVc2a5,Ozuna,Amor Genuino,85,151,4,4462073,7/4/2019
150,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust Remastered 2011,36,150,38,5313618,7/18/2019
150,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust Remastered 2011,36,154,37,5158788,7/11/2019
154,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust Remastered 2011,36,140,36,5205462,7/4/2019
151,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust Remastered 2011,36,150,39,5269619,7/25/2019
147,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust Remastered 2011,36,151,40,5205041,8/1/2019
7,spotify:track:1DhRbox3xkceP64k3JeYfW,Ed Sheeran,Antisocial with Travis Scott,7,-1,1,25282995,7/18/2019
16,spotify:track:1DhRbox3xkceP64k3JeYfW,Ed Sheeran,Antisocial with Travis Scott,7,7,2,17432151,7/25/2019
25,spotify:track:1DhRbox3xkceP64k3JeYfW,Ed Sheeran,Antisocial with Travis Scott,7,16,3,13882802,8/1/2019
187,spotify:track:7BuHdm4lQqcyG3qTwdkxus,Wisin and Yandel,Aullando,109,133,18,4570842,7/4/2019
120,spotify:track:2nKYHpmwjLaEOXS3o7QMiz,Quality Control,Baby,120,-1,1,6020707,7/25/2019
135,spotify:track:2nKYHpmwjLaEOXS3o7QMiz,Quality Control,Baby,120,120,2,5428317,8/1/2019
5,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,4,16,27733366,7/18/2019
4,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,3,15,34301443,7/11/2019
3,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,3,14,34597047,7/4/2019
6,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,5,17,24218751,7/25/2019
7,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,6,18,22780278,8/1/2019
9,spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,Billie Eilish,bad guy with Justin Bieber,9,-1,1,21458729,7/18/2019
12,spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,Billie Eilish,bad guy with Justin Bieber,9,9,2,18046778,7/25/2019
19,spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,Billie Eilish,bad guy with Justin Bieber,9,12,3,15879033,8/1/2019
194,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,17,177,36,4512253,7/18/2019
177,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,17,168,35,4618306,7/11/2019
168,spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,17,138,34,4861256,7/4/2019
133,spotify:track:2zjGJ0dChMR0KxBZS15aqo,Mustard,Baguettes in the Face feat NAV Playboi Carti and A Boogie Wit da Hoodie,133,145,3,5743815,7/18/2019
145,spotify:track:2zjGJ0dChMR0KxBZS15aqo,Mustard,Baguettes in the Face feat NAV Playboi Carti and A Boogie Wit da Hoodie,145,158,2,5321063,7/11/2019
158,spotify:track:2zjGJ0dChMR0KxBZS15aqo,Mustard,Baguettes in the Face feat NAV Playboi Carti and A Boogie Wit da Hoodie,158,-1,1,5044999,7/4/2019
132,spotify:track:2zjGJ0dChMR0KxBZS15aqo,Mustard,Baguettes in the Face feat NAV Playboi Carti and A Boogie Wit da Hoodie,132,133,4,5728294,7/25/2019
146,spotify:track:2zjGJ0dChMR0KxBZS15aqo,Mustard,Baguettes in the Face feat NAV Playboi Carti and A Boogie Wit da Hoodie,132,132,5,5215962,8/1/2019
160,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,12,158,27,5011407,7/18/2019
158,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,12,139,26,4992136,7/11/2019
139,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,12,116,25,5463387,7/4/2019
171,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,12,160,28,4766447,7/25/2019
189,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,12,171,29,4438527,8/1/2019
155,spotify:track:7mWFF4gPADjTQjC97CgFVt,Ozuna,Baila Baila Baila Remix,71,132,12,5145928,7/18/2019
132,spotify:track:7mWFF4gPADjTQjC97CgFVt,Ozuna,Baila Baila Baila Remix,71,118,11,5535341,7/11/2019
118,spotify:track:7mWFF4gPADjTQjC97CgFVt,Ozuna,Baila Baila Baila Remix,71,106,10,6046752,7/4/2019
165,spotify:track:7mWFF4gPADjTQjC97CgFVt,Ozuna,Baila Baila Baila Remix,71,155,13,4868066,7/25/2019
171,spotify:track:7mWFF4gPADjTQjC97CgFVt,Ozuna,Baila Baila Baila Remix,71,165,14,4691893,8/1/2019
162,spotify:track:4Clmg1g8n2yBYG13Z1oSdG,Dayvi,Baila Conmigo feat Kelly Ruiz,162,-1,1,4822103,8/1/2019
141,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,12,135,52,5568776,7/18/2019
135,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,12,134,51,5490639,7/11/2019
134,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,12,118,50,5559478,7/4/2019
138,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,12,141,53,5496166,7/25/2019
134,spotify:track:5qrSlOut2rNAWv3ubArkNy,Dean Lewis,Be Alright,12,138,54,5451481,8/1/2019
3,spotify:track:70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People feat Khalid,3,5,3,36721702,7/18/2019
5,spotify:track:4evmHXcjt3bTUHD1cvny97,Ed Sheeran,Beautiful People feat Khalid,4,4,2,30020754,7/11/2019
4,spotify:track:4evmHXcjt3bTUHD1cvny97,Ed Sheeran,Beautiful People feat Khalid,4,-1,1,33566903,7/4/2019
3,spotify:track:70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People feat Khalid,3,3,4,30909530,7/25/2019
3,spotify:track:70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,Beautiful People feat Khalid,3,3,5,28229149,8/1/2019
104,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,95,128,6858622,7/18/2019
95,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,96,127,6760772,7/11/2019
96,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,89,126,6864630,7/4/2019
100,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,104,129,6734668,7/25/2019
96,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,100,130,6717874,8/1/2019
108,spotify:track:1kMUGCt7XLDc5Q64Vl0H8S,Residente,Bellacoso,108,-1,1,6169627,8/1/2019
28,spotify:track:0VsGaRXR5WAzpu51unJTis,Ed Sheeran,Best Part of Me feat YEBBA,28,46,2,13529607,7/18/2019
46,spotify:track:5ug4vqGZ3eisGhY1IsziNX,Ed Sheeran,Best Part of Me feat YEBBA,46,-1,1,10310313,7/11/2019
81,spotify:track:0VsGaRXR5WAzpu51unJTis,Ed Sheeran,Best Part of Me feat YEBBA,28,28,3,7359129,7/25/2019
142,spotify:track:0VsGaRXR5WAzpu51unJTis,Ed Sheeran,Best Part of Me feat YEBBA,28,81,4,5299276,8/1/2019
121,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,7,103,44,6149008,7/18/2019
103,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,7,90,43,6377491,7/11/2019
90,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,7,86,42,7006439,7/4/2019
122,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,7,121,45,5918996,7/25/2019
119,spotify:track:6zeeWid2sgw4lap2jV61PZ,Khalid,Better,7,122,46,5863441,8/1/2019
102,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,1,93,64,6913301,7/18/2019
93,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,1,100,63,6947466,7/11/2019
100,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,1,94,62,6726277,7/4/2019
98,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,1,102,65,6790550,7/25/2019
98,spotify:track:7dt6x5M1jzdTEt8oCbisTK,Post Malone,Better Now,1,98,66,6605380,8/1/2019
66,spotify:track:7hvO2qCwJVZxiyoA7c9i5d,Ed Sheeran,BLOW with Chris Stapleton and Bruno Mars,66,108,2,8761496,7/18/2019
108,spotify:track:6EbduYTr62sSzvl36wWiFM,Ed Sheeran,BLOW with Chris Stapleton and Bruno Mars,108,-1,1,6253600,7/11/2019
187,spotify:track:7hvO2qCwJVZxiyoA7c9i5d,Ed Sheeran,BLOW with Chris Stapleton and Bruno Mars,66,66,3,4559558,7/25/2019
169,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body,19,161,59,4902731,7/18/2019
161,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body,19,150,58,4937730,7/11/2019
150,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body,19,136,57,5289639,7/4/2019
166,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body,19,169,60,4858793,7/25/2019
169,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body,19,166,61,4739026,8/1/2019
89,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody Remastered 2011,11,83,46,7638840,7/18/2019
83,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody Remastered 2011,11,85,45,7475991,7/11/2019
85,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody Remastered 2011,11,77,44,7462569,7/4/2019
79,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody Remastered 2011,11,89,47,7560577,7/25/2019
76,spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody Remastered 2011,11,79,48,7447219,8/1/2019
92,spotify:track:5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv feat Halsey,3,77,14,7511441,7/18/2019
77,spotify:track:5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv feat Halsey,3,69,13,7860354,7/11/2019
69,spotify:track:5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv feat Halsey,3,63,12,8380056,7/4/2019
95,spotify:track:5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv feat Halsey,3,92,15,6928103,7/25/2019
94,spotify:track:5KawlOMHjWeUjQtnuRs22c,BTS,Boy With Luv feat Halsey,3,95,16,6720804,8/1/2019
125,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,break up with your girlfriend im bored,2,110,23,6025569,7/18/2019
110,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,break up with your girlfriend im bored,2,103,22,6172090,7/11/2019
103,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,break up with your girlfriend im bored,2,93,21,6566467,7/4/2019
134,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,break up with your girlfriend im bored,2,125,24,5674117,7/25/2019
126,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,break up with your girlfriend im bored,2,134,25,5655961,8/1/2019
104,spotify:track:0B3FovCVaGKS5w1FTidEUP,Blue Ivy,BROWN SKIN GIRL,104,-1,1,6553492,7/25/2019
156,spotify:track:0B3FovCVaGKS5w1FTidEUP,Blue Ivy,BROWN SKIN GIRL,104,104,2,4904291,8/1/2019
69,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,2,68,25,8369973,7/18/2019
68,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,2,66,24,8418193,7/11/2019
66,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,2,53,23,8882794,7/4/2019
78,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,2,69,26,7580436,7/25/2019
81,spotify:track:4SSnFejRGlZikf02HLewEF,Billie Eilish,bury a friend,2,78,27,7194464,8/1/2019
127,spotify:track:4no0eHn4fEB7tN1yZSXMma,Lil Nas X,C7osure You Like,127,-1,1,5707923,7/11/2019
31,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,22,22,7,13256859,7/18/2019
22,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,22,22,6,14365615,7/11/2019
22,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,22,24,5,15398512,7/4/2019
36,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,22,31,8,11557238,7/25/2019
43,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,22,36,9,10575613,8/1/2019
8,spotify:track:2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita,7,7,7,21735586,7/18/2019
7,spotify:track:2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita,7,8,6,21917499,7/11/2019
8,spotify:track:2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita,7,9,5,22380052,7/4/2019
7,spotify:track:2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita,7,8,8,20938701,7/25/2019
9,spotify:track:2TH65lNHgvLxCKXM3apjxI,Bad Bunny,Callaita,7,7,9,21306049,8/1/2019
50,spotify:track:5iwz1NiezX7WWjnCgY5TH4,Pedro Capo,Calma Remix,5,44,36,10145133,7/18/2019
44,spotify:track:5iwz1NiezX7WWjnCgY5TH4,Pedro Capo,Calma Remix,5,47,35,10402992,7/11/2019
47,spotify:track:5iwz1NiezX7WWjnCgY5TH4,Pedro Capo,Calma Remix,5,48,34,10570484,7/4/2019
47,spotify:track:5iwz1NiezX7WWjnCgY5TH4,Pedro Capo,Calma Remix,5,50,37,9980018,7/25/2019
50,spotify:track:5iwz1NiezX7WWjnCgY5TH4,Pedro Capo,Calma Remix,5,47,38,9673932,8/1/2019
157,spotify:track:3cg9A9GVyZAT2CPevqWr65,Ozuna,Cambio,157,-1,1,5058290,7/4/2019
166,spotify:track:3y3brCCecHC3Db18aIOnny,Kygo,Carry On from the Original Motion Picture POKEMON Detective Pikachu,36,146,13,4923437,7/18/2019
146,spotify:track:3y3brCCecHC3Db18aIOnny,Kygo,Carry On from the Original Motion Picture POKEMON Detective Pikachu,36,131,12,5266018,7/11/2019
131,spotify:track:3y3brCCecHC3Db18aIOnny,Kygo,Carry On from the Original Motion Picture POKEMON Detective Pikachu,36,111,11,5659256,7/4/2019
179,spotify:track:3y3brCCecHC3Db18aIOnny,Kygo,Carry On from the Original Motion Picture POKEMON Detective Pikachu,36,166,14,4644233,7/25/2019
8,spotify:track:2ksOAxtIxY8yElEWw8RhgK,Anuel AA,China,8,-1,1,20707036,7/25/2019
2,spotify:track:2ksOAxtIxY8yElEWw8RhgK,Anuel AA,China,2,8,2,31043931,8/1/2019
196,spotify:track:5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me with Diplo feat Swae Lee,19,181,38,4500932,7/18/2019
181,spotify:track:5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me with Diplo feat Swae Lee,19,160,37,4567003,7/11/2019
160,spotify:track:5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me with Diplo feat Swae Lee,19,147,36,5016659,7/4/2019
200,spotify:track:5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me with Diplo feat Swae Lee,19,196,39,4400437,7/25/2019
198,spotify:track:5JEx7HbmvHQQswJCsoo9rA,Ellie Goulding,Close To Me with Diplo feat Swae Lee,19,200,40,4377394,8/1/2019
184,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,2,175,133,4639101,7/18/2019
175,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,2,175,132,4627068,7/11/2019
175,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,2,169,131,4714043,7/4/2019
184,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,2,184,134,4578076,7/25/2019
176,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,2,184,135,4645262,8/1/2019
179,spotify:track:59ywHNwwchG4nZJMLyxSzd,Offset,Clout feat Cardi B,121,166,10,4672520,7/4/2019
171,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,171,199,2,4865859,7/18/2019
199,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,199,-1,1,4346708,7/11/2019
117,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,117,171,3,6088886,7/25/2019
111,spotify:track:18uwL0vNUanqZH0ro2QcOP,Jeremy Zucker,comethru,111,117,4,6040634,8/1/2019
145,spotify:track:7knLcYCOSaURD0d7HUULFM,J Balvin,COMO UN BEBE,145,-1,1,5383079,7/4/2019
44,spotify:track:2qG5sZ7Si6sdK74qLxedYM,ROSALIA,Con Altura,30,37,16,11070889,7/18/2019
37,spotify:track:2qG5sZ7Si6sdK74qLxedYM,ROSALIA,Con Altura,30,42,15,11203646,7/11/2019
42,spotify:track:2qG5sZ7Si6sdK74qLxedYM,ROSALIA,Con Altura,30,44,14,11140640,7/4/2019
42,spotify:track:2qG5sZ7Si6sdK74qLxedYM,ROSALIA,Con Altura,30,44,17,10634250,7/25/2019
45,spotify:track:2qG5sZ7Si6sdK74qLxedYM,ROSALIA,Con Altura,30,42,18,10406386,8/1/2019
20,spotify:track:5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma,2,13,25,15689996,7/18/2019
13,spotify:track:5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma,2,11,24,16938420,7/11/2019
11,spotify:track:5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma,2,12,23,17956284,7/4/2019
22,spotify:track:5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma,2,20,26,15054287,7/25/2019
23,spotify:track:5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,Con Calma,2,22,27,14397908,8/1/2019
198,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Congratulations,20,-1,124,4379716,7/11/2019
191,spotify:track:3JKgcAa7r07ocVWcV8bS0H,Polo G,21,161,161,3,4595820,7/16/2020
161,spotify:track:3JKgcAa7r07ocVWcV8bS0H,Polo G,21,161,168,2,4812202,7/9/2020
172,spotify:track:3JKgcAa7r07ocVWcV8bS0H,Polo G,21,161,191,4,4734015,7/23/2020
173,spotify:track:3JKgcAa7r07ocVWcV8bS0H,Polo G,21,161,172,5,4848489,7/30/2020
173,spotify:track:3JKgcAa7r07ocVWcV8bS0H,Polo G,21,161,172,5,4848489,7/30/2020
175,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,Dan and Shay,10000 Hours with Justin Bieber,5,168,43,4812629,7/30/2020
176,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,Dan and Shay,10000 Hours with Justin Bieber,5,127,40,4601173,7/9/2020
168,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,Dan and Shay,10000 Hours with Justin Bieber,5,175,42,4805682,7/23/2020
175,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,Dan and Shay,10000 Hours with Justin Bieber,5,168,43,4812629,7/30/2020
175,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,Dan and Shay,10000 Hours with Justin Bieber,5,176,41,4740776,7/16/2020
63,spotify:track:7sjFIZ1g5QLJLGja3k592K,Pop Smoke,44 BullDog,63,-1,1,8443771,7/9/2020
132,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,124,78,5784485,7/16/2020
124,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,100,77,5842642,7/9/2020
119,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,132,79,5879720,7/23/2020
138,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,119,80,5731388,7/30/2020
138,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,119,80,5731388,7/30/2020
62,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,48,32,9764539,7/16/2020
48,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,43,31,10107897,7/9/2020
55,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,62,33,9445831,7/23/2020
71,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,55,34,9141085,7/30/2020
71,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,55,34,9141085,7/30/2020
89,spotify:track:527k23H0A4Q0UJN3vGs0Da,Don Toliver,After Party,42,70,13,7985402,7/16/2020
70,spotify:track:527k23H0A4Q0UJN3vGs0Da,Don Toliver,After Party,42,57,12,8180243,7/9/2020
96,spotify:track:527k23H0A4Q0UJN3vGs0Da,Don Toliver,After Party,42,89,14,7031969,7/23/2020
120,spotify:track:527k23H0A4Q0UJN3vGs0Da,Don Toliver,After Party,42,96,15,6513834,7/30/2020
120,spotify:track:527k23H0A4Q0UJN3vGs0Da,Don Toliver,After Party,42,96,15,6513834,7/30/2020
105,spotify:track:1pqnQ41XbfKjaFu6M0eGJp,Tainy,Agua with J Balvin,105,-1,1,6966459,7/16/2020
31,spotify:track:1pqnQ41XbfKjaFu6M0eGJp,Tainy,Agua with J Balvin,31,105,2,13096639,7/23/2020
30,spotify:track:1pqnQ41XbfKjaFu6M0eGJp,Tainy,Agua with J Balvin,30,31,3,14876852,7/30/2020
30,spotify:track:1pqnQ41XbfKjaFu6M0eGJp,Tainy,Agua with J Balvin,30,31,3,14876852,7/30/2020
58,spotify:track:6O7fPYTsb2mY0PiFt2ymDB,Pop Smoke,Aim For The Moon feat Quavo,58,-1,1,9011502,7/9/2020
169,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,Robin Schulz,Alane,169,-1,1,4847828,7/16/2020
140,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,Robin Schulz,Alane,140,169,2,5414190,7/23/2020
149,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,Robin Schulz,Alane,140,140,3,5570660,7/30/2020
149,spotify:track:2u6Jm2klS4yvAlbSHlxUwI,Robin Schulz,Alane,140,140,3,5570660,7/30/2020
136,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,159,47,5726888,7/16/2020
159,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,162,46,4854784,7/9/2020
163,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,136,48,4963123,7/23/2020
160,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,163,49,5117335,7/30/2020
160,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,163,49,5117335,7/30/2020
173,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,143,163,75,4795748,7/16/2020
163,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,143,151,74,4803210,7/9/2020
